adsh,cik,company_name,sic,form,fiscal_year,fiscal_period,filing_period,current_period,prior_period,period_gap_days,filed_date,revenue_tag,revenue_unit,revenue_current,revenue_prior,revenue_change,revenue_change_pct,net_income_tag,net_income_unit,net_income_current,net_income_prior,net_income_change,net_income_change_pct,net_margin_current_pct,net_margin_prior_pct,net_margin_change_pp,operating_income_tag,operating_income_unit,operating_income_current,operating_income_prior,operating_income_change,operating_income_change_pct,operating_margin_current_pct,operating_margin_prior_pct,operating_margin_change_pp,profitability_measure_coverage,trend_classification,classification_rule
0000731012-26-000009,0000731012,HEALTHCARE SERVICES GROUP INC,8050,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-13,RevenueFromContractWithCustomerExcludingAssessedTax,USD,1837173000.0,1715682000.0,121491000.0,7.081207356608043,NetIncomeLoss,USD,59059000.0,39471000.0,19588000.0,49.62630792227205,3.214667317666872,2.300601160354891,0.9140661573119814,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-019005,0001333141,FRESENIUS MEDICAL CARE AG,8090,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,Revenue,EUR,19627602000.0,19335909000.0,291693000.0,1.5085559204896961,ProfitLoss,EUR,1191267000.0,740870000.0,450397000.0,60.79298662383414,6.069345608291833,3.8315757485205375,2.2377698597712956,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001043000-26-000009,0001043000,"SONIDA SENIOR LIVING, INC.",8050,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-12,Revenues,USD,381141000.0,304326000.0,76815000.0,25.241024427751817,NetIncomeLoss,USD,-70779000.0,-2059000.0,-68720000.0,-3337.542496357455,-18.57029288373594,-0.6765770916714313,-17.89371579206451,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001677703-26-000024,0001677703,CONDUENT INC,7389,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-19,Revenues,USD,3042000000.0,3356000000.0,-314000000.0,-9.35637663885578,ProfitLoss,USD,-170000000.0,426000000.0,-596000000.0,-139.906103286385,-5.588428665351742,12.693682955899881,-18.282111621251623,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001292814-26-002013,0001771007,AFYA LTD,8200,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,Revenue,BRL,3697255000.0,3304329000.0,392926000.0,11.891249327775775,ProfitLoss,BRL,768443000.0,648920000.0,119523000.0,18.418757319854528,20.78414932159129,19.63848030871018,1.1456690128811093,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-021017,0000087347,SLB LIMITED/NV,1389,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-01-23,RevenueFromContractWithCustomerExcludingAssessedTax,USD,35708000000.0,36289000000.0,-581000000.0,-1.601036126649949,NetIncomeLoss,USD,3374000000.0,4461000000.0,-1087000000.0,-24.366733916162296,9.44886299988798,12.29298134420899,-2.844118344321009,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-037819,0001464591,GEOPARK LTD,1311,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,Revenue,USD,492518000.0,660838000.0,-168320000.0,-25.470690244810378,ProfitLoss,USD,49667000.0,96379000.0,-46712000.0,-48.46698969692568,10.084301487458326,14.584361068824734,-4.5000595813664095,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-134908,0001323404,WHEATON PRECIOUS METALS CORP.,1040,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,Revenue,USD,2314600000.0,1284639000.0,1029961000.0,80.17513091226407,ProfitLoss,USD,1471720000.0,529140000.0,942580000.0,178.13433117889406,63.584204614188195,41.189781720779145,22.394422893409054,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-006708,0000042582,GOODYEAR TIRE & RUBBER CO /OH/,3011,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-10,RevenueFromContractWithCustomerExcludingAssessedTax,USD,18280000000.0,18878000000.0,-598000000.0,-3.167708443691069,NetIncomeLoss,USD,-1721000000.0,46000000.0,-1767000000.0,-3841.304347826087,-9.414660831509847,0.2436698802839284,-9.658330711793775,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000937098-26-000010,0000937098,"TRINET GROUP, INC.",7389,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-12,Revenues,USD,5010000000.0,5053000000.0,-43000000.0,-0.8509796160696615,NetIncomeLoss,USD,155000000.0,173000000.0,-18000000.0,-10.404624277456648,3.093812375249501,3.4237086879081735,-0.32989631265867225,,,,,,,,,,net_income_only,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001017413-26-000018,0001017413,CANADIAN NATURAL RESOURCES LTD,1311,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-26,Revenue,CAD,38762000000.0,35656000000.0,3106000000.0,8.711016378730088,ProfitLoss,CAD,10820000000.0,6106000000.0,4714000000.0,77.20275139207337,27.91393632939477,17.12474758806372,10.789188741331046,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-006874,0001639920,SPOTIFY TECHNOLOGY S.A.,4832,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-10,Revenue,EUR,17186000000.0,15673000000.0,1513000000.0,9.653544311873924,ProfitLossAttributableToOwnersOfParent,EUR,2212000000.0,1138000000.0,1074000000.0,94.37609841827768,12.87094146398231,7.260894531997703,5.610046931984608,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001554855-26-000248,0001868995,CI&T INC,7371,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-11,Revenue,USD,489650000.0,438961000.0,50689000.0,11.547495107765839,ProfitLoss,USD,40620000.0,29494000.0,11126000.0,37.72292669695531,8.295721433677116,6.719047933643307,1.5766735000338095,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001958217-26-000009,0001958217,LIFEZONE METALS LTD,1000,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-19,Revenue,USD,1057043.0,140522.0,916521.0,652.2259859666102,ProfitLossAttributableToNoncontrollingInterests,USD,-478961.0,-831094.0,352133.0,42.36981617001206,-45.3114017121347,-591.4333698637936,546.1219681516588,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000842162-26-000011,0000842162,LEAR CORP,3714,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-13,RevenueFromContractWithCustomerExcludingAssessedTax,USD,23259100000.0,23306000000.0,-46900000.0,-0.20123573328756544,NetIncomeLoss,USD,436800000.0,506600000.0,-69800000.0,-13.778128701144887,1.8779746421830594,2.1736891787522525,-0.2957145365691933,,,,,,,,,,net_income_only,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001899830-26-000013,0001899830,PERFECT CORP.,7372,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-13,RevenueFromContractsWithCustomers,USD,69154000.0,60202000.0,8952000.0,14.86993787581808,ProfitLoss,USD,4643000.0,5021000.0,-378000.0,-7.528380800637323,6.714000636261098,8.340254476595462,-1.626253840334363,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000217410-26-000007,0000217410,UNILEVER PLC,2840,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-12,Revenue,EUR,50503000000.0,52479000000.0,-1976000000.0,-3.7653156500695517,ProfitLoss,EUR,10011000000.0,6369000000.0,3642000000.0,57.183231276495526,19.822584796942756,12.136283084662436,7.6863017122803186,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001654954-26-000803,0001168981,CORDOVACANN CORP.,7900,20-F,2025,FY,2025-06-30,2025-06-30,2024-06-30,365,2026-02-02,Revenue,CAD,14249111.0,13797150.0,451961.0,3.2757562250174854,ProfitLoss,CAD,-2454615.0,-1275056.0,-1179559.0,-92.5103681720646,-17.226443109328013,-9.2414447911344,-7.984998318193612,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0002035304-26-000047,0002035304,TITAN AMERICA SA,1400,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-24,RevenueFromContractsWithCustomers,USD,1664188000.0,1634393000.0,29795000.0,1.8230009550946438,ProfitLoss,USD,185439000.0,166074000.0,19365000.0,11.660464612160844,11.142911738337256,10.161203578331527,0.9817081600057274,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000015615-26-000020,0000015615,MASTEC INC,1623,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,Revenues,USD,14299171000.0,12303464000.0,1995707000.0,16.220691993734448,NetIncomeLoss,USD,399042000.0,162788000.0,236254000.0,145.12986215200138,2.790665277028997,1.3231070534282052,1.467558223600792,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000051434-26-000055,0000051434,INTERNATIONAL PAPER CO /NEW/,2621,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-27,RevenueFromContractWithCustomerExcludingAssessedTax,USD,23634000000.0,15835000000.0,7799000000.0,49.251657720239976,NetIncomeLoss,USD,-3516000000.0,557000000.0,-4073000000.0,-731.2387791741472,-14.876872302614878,3.5175244711083042,-18.39439677372318,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-015362,0000886977,METHANEX CORP,2860,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-05,Revenue,USD,3589224000.0,3719829000.0,-130605000.0,-3.511048491745185,ProfitLoss,USD,144794000.0,250245000.0,-105451000.0,-42.13910367839517,4.034131054512062,6.727325368988736,-2.6931943144766746,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000109198-26-000008,0000109198,TJX COMPANIES INC /DE/,5651,10-K,2026,FY,2026-01-31,2026-01-31,2025-01-31,365,2026-03-31,RevenueFromContractWithCustomerIncludingAssessedTax,USD,60372000000.0,56360000000.0,4012000000.0,7.118523775727466,NetIncomeLoss,USD,5494000000.0,4864000000.0,630000000.0,12.952302631578947,9.100245146756775,8.630234208658623,0.4700109380981518,,,,,,,,,,net_income_only,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000875045-26-000013,0000875045,BIOGEN INC.,2836,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-06,Revenues,USD,9890600000.0,9675900000.0,214700000.0,2.21891503632737,NetIncomeLoss,USD,1292900000.0,1632200000.0,-339300000.0,-20.787893640485233,13.072007764948538,16.86871505493029,-3.7967072899817547,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001840706-26-000006,0001840706,SOPHIA GENETICS SA,7374,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-03,RevenueFromContractsWithCustomers,USD,77271000.0,65173000.0,12098000.0,18.562901815168857,ProfitLoss,USD,-78999000.0,-62493000.0,-16506000.0,-26.41255820651913,-102.236285281671,-95.8878676752643,-6.348417606406698,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000310158-26-000063,0000310158,"MERCK & CO., INC.",2834,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,Revenues,USD,65011000000.0,64168000000.0,843000000.0,1.313738935294851,NetIncomeLoss,USD,18254000000.0,17117000000.0,1137000000.0,6.6425191330256474,28.078325206503514,26.67528986410672,1.4030353423967912,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001434265-26-000014,0001434265,GENMAB A/S,2834,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-17,Revenue,USD,3720000000.0,3121000000.0,599000000.0,19.19256648510093,ProfitLoss,USD,963000000.0,7844000000.0,-6881000000.0,-87.72310045894952,25.887096774193548,251.3297020185838,-225.44260524439025,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-010837,0001825088,"DREAM FINDERS HOMES, INC.",1531,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,Revenues,USD,4322848000.0,4449852000.0,-127004000.0,-2.8541173953650594,NetIncomeLoss,USD,217197000.0,335341000.0,-118144000.0,-35.23100366492615,5.02439595377862,7.536003444608944,-2.5116074908303245,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001988894-26-000004,0001988894,"AMER SPORTS, INC.",2300,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractsWithCustomers,USD,6566200000.0,5183300000.0,1382900000.0,26.679914340285148,ProfitLoss,USD,440400000.0,78400000.0,362000000.0,461.734693877551,6.707075629740185,1.5125499199351764,5.194525709805008,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-017410,0000009389,BALL CORP,3411,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-19,RevenueFromContractWithCustomerIncludingAssessedTax,USD,13161000000.0,11795000000.0,1366000000.0,11.581178465451462,ProfitLoss,USD,915000000.0,4014000000.0,-3099000000.0,-77.20478325859492,6.9523592432186,34.03136922424756,-27.079009981028968,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001739104-26-000012,0001739104,ELANCO ANIMAL HEALTH INC,2834,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractWithCustomerExcludingAssessedTax,USD,4715000000.0,4439000000.0,276000000.0,6.217616580310881,NetIncomeLoss,USD,-232000000.0,338000000.0,-570000000.0,-168.63905325443787,-4.920466595970307,7.614327551250281,-12.534794147220591,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000915389-26-000013,0000915389,EASTMAN CHEMICAL CO,2821,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-13,Revenues,USD,8752000000.0,9382000000.0,-630000000.0,-6.714986143679386,NetIncomeLoss,USD,474000000.0,905000000.0,-431000000.0,-47.6243093922652,5.415904936014625,9.646130888936261,-4.230225952921636,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001389050-26-000009,0001389050,"ARCHROCK, INC.",4922,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractWithCustomerExcludingAssessedTax,USD,1489818000.0,1157591000.0,332227000.0,28.699860313357654,NetIncomeLoss,USD,322290000.0,172231000.0,150059000.0,87.12659161242749,21.632843743329722,14.87839832894347,6.754445414386251,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-004157,0001847409,HIGH TIDE INC.,5990,40-F,2025,FY,2025-10-31,2025-10-31,2024-10-31,365,2026-01-29,RevenueFromContractsWithCustomers,CAD,593986000.0,522306000.0,71680000.0,13.723755805983465,ProfitLoss,CAD,-51404000.0,-3811000.0,-47593000.0,-1248.8323274731042,-8.654076021993784,-0.7296489031334122,-7.924427118860372,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-017024,0001306965,SHELL PLC,1311,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-12,Revenue,USD,266886000000.0,284312000000.0,-17426000000.0,-6.129182025380568,ProfitLoss,USD,18119000000.0,16521000000.0,1598000000.0,9.672537981962352,6.789041013766178,5.810869748726751,0.9781712650394258,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0002064953-26-000008,0002064953,SOLSTICE ADVANCED MATERIALS INC.,2800,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-19,RevenueFromContractWithCustomerExcludingAssessedTax,USD,3886000000.0,3770000000.0,116000000.0,3.076923076923077,NetIncomeLoss,USD,237000000.0,594000000.0,-357000000.0,-60.101010101010104,6.098816263510036,15.755968169761273,-9.657151906251237,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-078266,0001520697,"ACADIA HEALTHCARE COMPANY, INC.",8093,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-27,RevenueFromContractWithCustomerExcludingAssessedTax,USD,3312769000.0,3153963000.0,158806000.0,5.035125649857021,NetIncomeLoss,USD,-1102772000.0,255612000.0,-1358384000.0,-531.4241897876469,-33.28852690906007,8.10447047095987,-41.39299738001993,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001193125-26-088105,0001668717,ANHEUSER-BUSCH INBEV SA/NV,2082,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-03,Revenue,USD,59320000000.0,59768000000.0,-448000000.0,-0.7495649846071476,ProfitLoss,USD,8477000000.0,7416000000.0,1061000000.0,14.30690399137001,14.290289952798382,12.407977513050461,1.8823124397479198,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000007084-26-000011,0000007084,ARCHER-DANIELS-MIDLAND CO,2070,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-17,Revenues,USD,80269000000.0,85530000000.0,-5261000000.0,-6.151058108266105,NetIncomeLoss,USD,1078000000.0,1800000000.0,-722000000.0,-40.111111111111114,1.3429842155751286,2.104524728165556,-0.7615405125904273,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-005284,0001786431,REYNOLDS CONSUMER PRODUCTS INC.,2673,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-04,RevenueFromContractWithCustomerExcludingAssessedTax,USD,3721000000.0,3695000000.0,26000000.0,0.7036535859269283,NetIncomeLoss,USD,301000000.0,352000000.0,-51000000.0,-14.488636363636363,8.089223327062617,9.52638700947226,-1.437163682409641,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001062993-26-001648,0001322422,HUDBAY MINERALS INC.,1000,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-27,Revenue,USD,2211000000.0,2021200000.0,189800000.0,9.390461112210568,ProfitLoss,USD,564300000.0,67800000.0,496500000.0,732.3008849557522,25.52238805970149,3.354442905204829,22.167945154496664,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-026713,0001612940,PROQR THERAPEUTICS N.V.,2834,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-12,RevenueFromContractsWithCustomers,EUR,15906000.0,18905000.0,-2999000.0,-15.863528167151546,ProfitLoss,EUR,-42184000.0,-27763000.0,-14421000.0,-51.943233800381805,-265.2080975732428,-146.8553292779688,-118.35276829527402,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001232384-26-000015,0001232384,TC ENERGY CORP,4922,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-13,Revenues,CAD,15239000000.0,13771000000.0,1468000000.0,10.660082782659211,NetIncomeLoss,CAD,3519000000.0,4698000000.0,-1179000000.0,-25.095785440613028,23.09206640855699,34.11516955921865,-11.023103150661658,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001735707-26-000009,0001735707,GARRETT MOTION INC.,3714,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-19,Revenues,USD,3584000000.0,3475000000.0,109000000.0,3.1366906474820144,NetIncomeLoss,USD,310000000.0,282000000.0,28000000.0,9.929078014184396,8.649553571428571,8.115107913669064,0.5344456577595067,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-022879,0001828377,FORTITUDE GOLD CORP,1040,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-03,RevenueFromContractWithCustomerExcludingAssessedTax,USD,18411000.0,37334000.0,-18923000.0,-50.68570204103498,NetIncomeLoss,USD,420000.0,-2042000.0,2462000.0,120.56807051909892,2.2812449079354735,-5.469545186693095,7.750790094628568,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000799292-26-000006,0000799292,"M/I HOMES, INC.",1531,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-13,Revenues,USD,4417781000.0,4504670000.0,-86889000.0,-1.9288649335023431,NetIncomeLoss,USD,402941000.0,563725000.0,-160784000.0,-28.52170827974633,9.12089123476243,12.51423522699776,-3.3933439922353315,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000040545-26-000008,0000040545,GENERAL ELECTRIC CO,3600,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-01-29,Revenues,USD,45855000000.0,38702000000.0,7153000000.0,18.48224897938091,NetIncomeLoss,USD,8704000000.0,6556000000.0,2148000000.0,32.763880414887126,18.98157234761749,16.939693039119426,2.041879308498065,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-014319,0000812074,"O-I GLASS, INC. /DE/",3221,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-12,RevenueFromContractWithCustomerIncludingAssessedTax,USD,6426000000.0,6531000000.0,-105000000.0,-1.607717041800643,NetIncomeLoss,USD,-129000000.0,-106000000.0,-23000000.0,-21.69811320754717,-2.007469654528478,-1.623028632674935,-0.38444102185354323,,,,,,,,,,net_income_only,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0000821026-26-000010,0000821026,"ANDERSONS, INC.",5150,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-18,Revenues,USD,11008928000.0,11257548000.0,-248620000.0,-2.208473816856033,NetIncomeLoss,USD,95713000.0,114012000.0,-18299000.0,-16.05006490544855,0.8694125349897829,1.0127605052183655,-0.14334797022858264,,,,,,,,,,net_income_only,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0002019061-26-000006,0002019061,SOUTH BOW CORP,4610,40-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-16,Revenues,USD,1986000000.0,2120000000.0,-134000000.0,-6.320754716981132,ProfitLoss,USD,433000000.0,316000000.0,117000000.0,37.0253164556962,21.802618328298088,14.90566037735849,6.896957950939598,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001468174-26-000007,0001468174,HYATT HOTELS CORP,7011,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-13,RevenueFromContractWithCustomerExcludingAssessedTax,USD,7101000000.0,6648000000.0,453000000.0,6.8140794223826715,NetIncomeLoss,USD,-52000000.0,1296000000.0,-1348000000.0,-104.01234567901234,-0.7322912265878045,19.494584837545126,-20.22687606413293,,,,,,,,,,net_income_only,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001756708-26-000015,0001756708,JUMIA TECHNOLOGIES AG,5961,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-24,RevenueFromContractsWithCustomers,USD,188930000.0,167486000.0,21444000.0,12.8034581994913,ProfitLoss,USD,-61540000.0,-99105000.0,37565000.0,37.904242974622875,-32.57291060181019,-59.17210990769378,26.599199305883587,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-024068,0001845097,ARDAGH METAL PACKAGING S.A.,3411,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-05,RevenueFromContractsWithCustomers,USD,5497000000.0,4908000000.0,589000000.0,12.00081499592502,ProfitLoss,USD,11000000.0,-3000000.0,14000000.0,466.6666666666667,0.20010915044569766,-0.061124694376528114,0.2612338448222258,,,,,,,,,,net_income_only,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001104659-26-032731,0001964954,OKEANIS ECO TANKERS CORP.,4412,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-20,Revenue,USD,391548819.0,393229831.0,-1681012.0,-0.4274884221588977,ProfitLoss,USD,122951543.0,108863270.0,14088273.0,12.941254658251585,31.40133159231927,27.68438745431803,3.716944138001238,,,,,,,,,,net_income_only,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
